truth,epsilon,n,replicate,q,selected,h2_loss,tv_loss
mix_-0.5_+0.5_w0.25,0.0,800,0,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,0,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,1,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,1,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,1,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,1,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,1,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,2,-6.0,mix_-0.5_+1.0_w0.25,0.016705496404521604,0.14805957008731369
mix_-0.5_+0.5_w0.25,0.0,200,2,-6.0,mix_-0.5_+0.5_w0.50,0.006598770080336181,0.09573108210931261
mix_-0.5_+0.5_w0.25,0.0,400,2,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,2,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,2,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,3,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,200,3,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,400,3,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,3,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,3,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,4,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,4,-6.0,mix_-0.5_+0.5_w0.50,0.006598770080336181,0.09573108210931261
mix_-0.5_+0.5_w0.25,0.0,400,4,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,4,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,4,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,5,-6.0,point_+0.5,0.008874578386546417,0.09573108210931261
mix_-0.5_+0.5_w0.25,0.0,200,5,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,5,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,5,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,5,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,6,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,6,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,6,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,800,6,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,6,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,7,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,7,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,7,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,7,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,7,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,8,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,8,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,8,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,8,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,8,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,9,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,200,9,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,9,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,9,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,9,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,10,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,10,-6.0,mix_-0.5_+1.0_w0.50,0.005509471215815296,0.08259986718851507
mix_-0.5_+0.5_w0.25,0.0,400,10,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,10,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,10,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,11,-6.0,point_+0.5,0.008874578386546417,0.09573108210931261
mix_-0.5_+0.5_w0.25,0.0,200,11,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,11,-6.0,point_+0.5,0.008874578386546417,0.09573108210931261
mix_-0.5_+0.5_w0.25,0.0,800,11,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,11,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,12,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,12,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,12,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,12,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,12,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,13,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,13,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,13,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,13,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,13,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,14,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,14,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,14,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,14,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,14,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,15,-6.0,mix_-0.5_+1.0_w0.50,0.005509471215815296,0.08259986718851507
mix_-0.5_+0.5_w0.25,0.0,200,15,-6.0,mix_-0.5_+1.0_w0.50,0.005509471215815296,0.08259986718851507
mix_-0.5_+0.5_w0.25,0.0,400,15,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,15,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,15,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,16,-6.0,point_+0.0,0.009232113867112179,0.10690992617970946
mix_-0.5_+0.5_w0.25,0.0,200,16,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,16,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,16,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,16,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,17,-6.0,point_+0.5,0.008874578386546417,0.09573108210931261
mix_-0.5_+0.5_w0.25,0.0,200,17,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,17,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,17,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,17,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,18,-6.0,mix_-0.5_+1.0_w0.50,0.005509471215815296,0.08259986718851507
mix_-0.5_+0.5_w0.25,0.0,200,18,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,400,18,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,18,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,18,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,19,-6.0,point_+0.5,0.008874578386546417,0.09573108210931261
mix_-0.5_+0.5_w0.25,0.0,200,19,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,19,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,19,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,19,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,20,-6.0,point_+0.0,0.009232113867112179,0.10690992617970946
mix_-0.5_+0.5_w0.25,0.0,200,20,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,400,20,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,20,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,20,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,21,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,21,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,21,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,21,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,21,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,22,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,200,22,-6.0,mix_-0.5_+1.0_w0.50,0.005509471215815296,0.08259986718851507
mix_-0.5_+0.5_w0.25,0.0,400,22,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,22,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,22,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,23,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,200,23,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,23,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,23,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,23,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,24,-6.0,point_+0.5,0.008874578386546417,0.09573108210931261
mix_-0.5_+0.5_w0.25,0.0,200,24,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,24,-6.0,point_+0.5,0.008874578386546417,0.09573108210931261
mix_-0.5_+0.5_w0.25,0.0,800,24,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,24,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,25,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,25,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,400,25,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,25,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,25,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,26,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,26,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,400,26,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,26,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,26,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,27,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,27,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,27,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,27,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,27,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,28,-6.0,mix_-0.5_+0.5_w0.50,0.006598770080336181,0.09573108210931261
mix_-0.5_+0.5_w0.25,0.0,200,28,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,28,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,28,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,28,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,29,-6.0,point_+0.5,0.008874578386546417,0.09573108210931261
mix_-0.5_+0.5_w0.25,0.0,200,29,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,29,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,29,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,29,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,30,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,30,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,30,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,30,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,30,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,31,-6.0,point_+0.0,0.009232113867112179,0.10690992617970946
mix_-0.5_+0.5_w0.25,0.0,200,31,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,31,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,800,31,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,31,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,32,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,32,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,32,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,32,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,32,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,33,-6.0,mix_-0.5_+1.0_w0.25,0.016705496404521604,0.14805957008731369
mix_-0.5_+0.5_w0.25,0.0,200,33,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,33,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,33,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,33,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,34,-6.0,point_+0.0,0.009232113867112179,0.10690992617970946
mix_-0.5_+0.5_w0.25,0.0,200,34,-6.0,mix_-0.5_+1.0_w0.50,0.005509471215815296,0.08259986718851507
mix_-0.5_+0.5_w0.25,0.0,400,34,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,34,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,34,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,35,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,35,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,35,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,35,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,35,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,36,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,36,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,36,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,36,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,1600,36,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,37,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,200,37,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,37,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,37,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,37,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,38,-6.0,point_+0.0,0.009232113867112179,0.10690992617970946
mix_-0.5_+0.5_w0.25,0.0,200,38,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,38,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,38,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,38,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,100,39,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.0,200,39,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,400,39,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,800,39,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.0,1600,39,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,100,0,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,200,0,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,400,0,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,800,0,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.02,1600,0,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,100,1,-6.0,mix_-0.5_+1.0_w0.50,0.005509471215815296,0.08259986718851507
mix_-0.5_+0.5_w0.25,0.02,200,1,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.02,400,1,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,800,1,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,1600,1,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,100,2,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,200,2,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,400,2,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,800,2,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,1600,2,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,100,3,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,200,3,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,400,3,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.02,800,3,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,1600,3,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,100,4,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,200,4,-6.0,point_+0.5,0.008874578386546417,0.09573108210931261
mix_-0.5_+0.5_w0.25,0.02,400,4,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,800,4,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,1600,4,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,100,5,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.02,200,5,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,400,5,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,800,5,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,1600,5,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,100,6,-6.0,mix_-0.5_+1.0_w0.50,0.005509471215815296,0.08259986718851507
mix_-0.5_+0.5_w0.25,0.02,200,6,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,400,6,-6.0,mix_-0.5_+1.0_w0.50,0.005509471215815296,0.08259986718851507
mix_-0.5_+0.5_w0.25,0.02,800,6,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,1600,6,-6.0,mix_-1.0_+0.5_w0.25,0.0035475756471617507,0.049353190029104564
mix_-0.5_+0.5_w0.25,0.02,100,7,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,200,7,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,400,7,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,800,7,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,1600,7,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
mix_-0.5_+0.5_w0.25,0.02,100,8,-6.0,mix_-0.5_+0.5_w0.25,0.0,0.0
